federated | INFO flwr 2024-11-02 19:09:04,095 | app.py:219 | Starting Flower simulation, config: num_rounds=10, no round_timeout
federated | INFO flwr 2024-11-02 21:29:24,343 | server.py:131 | fit progress: (4, 4.022829320526123, {'accuracy': 0.5992666666666666}, 8396.135808375024)
federated | INFO flwr 2024-11-02 21:29:24,343 | server.py:178 | configure_evaluate: strategy sampled 5 clients (out of 5)
federated | INFO flwr 2024-11-02 21:31:35,545 | server.py:192 | aggregate_evaluate: received 5 results and 0 failures
federated | INFO flwr 2024-11-02 21:31:35,546 | server.py:112 | 
federated | INFO flwr 2024-11-02 21:31:35,546 | server.py:113 | [ROUND 5]
federated | INFO flwr 2024-11-02 21:31:35,546 | server.py:226 | configure_fit: strategy sampled 5 clients (out of 5)
federated | INFO flwr 2024-11-02 22:04:12,195 | server.py:240 | aggregate_fit: received 5 results and 0 failures
federated | INFO flwr 2024-11-02 22:04:16,077 | fresh copy.py:181 | Round 5 - Centralized evaluation accuracy: 0.6009666666666666, loss: 4.021168907419841
federated | INFO flwr 2024-11-02 22:04:16,079 | server.py:131 | fit progress: (5, 4.021168907419841, {'accuracy': 0.6009666666666666}, 10487.848388832994)
federated | INFO flwr 2024-11-02 22:04:16,079 | server.py:178 | configure_evaluate: strategy sampled 5 clients (out of 5)
federated | INFO flwr 2024-11-02 22:05:39,967 | server.py:192 | aggregate_evaluate: received 5 results and 0 failures
federated | INFO flwr 2024-11-02 22:05:39,968 | server.py:112 | 
federated | INFO flwr 2024-11-02 22:05:39,968 | server.py:113 | [ROUND 6]
federated | INFO flwr 2024-11-02 22:05:39,969 | server.py:226 | configure_fit: strategy sampled 5 clients (out of 5)
federated | INFO flwr 2024-11-02 22:37:29,008 | server.py:240 | aggregate_fit: received 5 results and 0 failures
federated | INFO flwr 2024-11-02 22:37:33,026 | fresh copy.py:181 | Round 6 - Centralized evaluation accuracy: 0.5983333333333334, loss: 4.023768186442057
federated | INFO flwr 2024-11-02 22:37:33,028 | server.py:131 | fit progress: (6, 4.023768186442057, {'accuracy': 0.5983333333333334}, 12484.789878125011)
federated | INFO flwr 2024-11-02 22:37:33,028 | server.py:178 | configure_evaluate: strategy sampled 5 clients (out of 5)
federated | INFO flwr 2024-11-02 22:38:47,237 | server.py:192 | aggregate_evaluate: received 5 results and 0 failures
federated | INFO flwr 2024-11-02 22:38:47,238 | server.py:112 | 
federated | INFO flwr 2024-11-02 22:38:47,238 | server.py:113 | [ROUND 7]
federated | INFO flwr 2024-11-02 22:38:47,238 | server.py:226 | configure_fit: strategy sampled 5 clients (out of 5)
federated | INFO flwr 2024-11-02 23:10:36,668 | server.py:240 | aggregate_fit: received 5 results and 0 failures
federated | INFO flwr 2024-11-02 23:10:40,501 | fresh copy.py:181 | Round 7 - Centralized evaluation accuracy: 0.5988333333333333, loss: 4.023336876678467
federated | INFO flwr 2024-11-02 23:10:40,503 | server.py:131 | fit progress: (7, 4.023336876678467, {'accuracy': 0.5988333333333333}, 14472.248200125003)
federated | INFO flwr 2024-11-02 23:10:40,504 | server.py:178 | configure_evaluate: strategy sampled 5 clients (out of 5)
federated | INFO flwr 2024-11-02 23:12:18,028 | server.py:192 | aggregate_evaluate: received 5 results and 0 failures
federated | INFO flwr 2024-11-02 23:12:18,029 | server.py:112 | 
federated | INFO flwr 2024-11-02 23:12:18,029 | server.py:113 | [ROUND 8]
federated | INFO flwr 2024-11-02 23:12:18,029 | server.py:226 | configure_fit: strategy sampled 5 clients (out of 5)
federated | INFO flwr 2024-11-02 23:43:58,191 | server.py:240 | aggregate_fit: received 5 results and 0 failures
federated | INFO flwr 2024-11-02 23:44:01,083 | fresh copy.py:181 | Round 8 - Centralized evaluation accuracy: 0.5973333333333334, loss: 4.024856864929199
federated | INFO flwr 2024-11-02 23:44:01,085 | server.py:131 | fit progress: (8, 4.024856864929199, {'accuracy': 0.5973333333333334}, 16472.820838292013)
federated | INFO flwr 2024-11-02 23:44:01,085 | server.py:178 | configure_evaluate: strategy sampled 5 clients (out of 5)
federated | INFO flwr 2024-11-02 23:45:21,160 | server.py:192 | aggregate_evaluate: received 5 results and 0 failures
federated | INFO flwr 2024-11-02 23:45:21,161 | server.py:112 | 
federated | INFO flwr 2024-11-02 23:45:21,161 | server.py:113 | [ROUND 9]
federated | INFO flwr 2024-11-02 23:45:21,161 | server.py:226 | configure_fit: strategy sampled 5 clients (out of 5)
federated | INFO flwr 2024-11-03 00:17:00,771 | server.py:240 | aggregate_fit: received 5 results and 0 failures
federated | INFO flwr 2024-11-03 00:17:04,591 | fresh copy.py:181 | Round 9 - Centralized evaluation accuracy: 0.5961333333333333, loss: 4.026107459259033
federated | INFO flwr 2024-11-03 00:17:04,592 | server.py:131 | fit progress: (9, 4.026107459259033, {'accuracy': 0.5961333333333333}, 18456.36388304201)
federated | INFO flwr 2024-11-03 00:17:04,592 | server.py:178 | configure_evaluate: strategy sampled 5 clients (out of 5)
federated | INFO flwr 2024-11-03 00:18:17,463 | server.py:192 | aggregate_evaluate: received 5 results and 0 failures
federated | INFO flwr 2024-11-03 00:18:17,463 | server.py:112 | 
federated | INFO flwr 2024-11-03 00:18:17,463 | server.py:113 | [ROUND 10]
federated | INFO flwr 2024-11-03 00:18:17,463 | server.py:226 | configure_fit: strategy sampled 5 clients (out of 5)
federated | INFO flwr 2024-11-03 00:49:48,580 | server.py:240 | aggregate_fit: received 5 results and 0 failures
federated | INFO flwr 2024-11-03 00:49:52,286 | fresh copy.py:181 | Round 10 - Centralized evaluation accuracy: 0.5950666666666666, loss: 4.027158771006266
federated | INFO flwr 2024-11-03 00:49:52,288 | server.py:131 | fit progress: (10, 4.027158771006266, {'accuracy': 0.5950666666666666}, 20424.03959662502)
federated | INFO flwr 2024-11-03 00:49:52,288 | server.py:178 | configure_evaluate: strategy sampled 5 clients (out of 5)
federated | INFO flwr 2024-11-03 00:51:21,935 | server.py:192 | aggregate_evaluate: received 5 results and 0 failures
federated | INFO flwr 2024-11-03 00:51:21,953 | server.py:496 | 
federated | INFO flwr 2024-11-03 00:51:21,953 | server.py:497 | [SUMMARY]
federated | INFO flwr 2024-11-03 00:51:21,953 | server.py:498 | Run finished 10 round(s) in 20513.69s
federated | INFO flwr 2024-11-03 00:51:21,954 | server.py:500 | 	History (loss, distributed):
federated | INFO flwr 2024-11-03 00:51:21,954 | server.py:500 | 		round 1: 0.3241
federated | INFO flwr 2024-11-03 00:51:21,954 | server.py:500 | 		round 2: 0.8168666666666666
federated | INFO flwr 2024-11-03 00:51:21,954 | server.py:500 | 		round 3: 0.866
federated | INFO flwr 2024-11-03 00:51:21,954 | server.py:500 | 		round 4: 0.8751
federated | INFO flwr 2024-11-03 00:51:21,954 | server.py:500 | 		round 5: 0.8771
federated | INFO flwr 2024-11-03 00:51:21,954 | server.py:500 | 		round 6: 0.8781333333333333
federated | INFO flwr 2024-11-03 00:51:21,954 | server.py:500 | 		round 7: 0.8784666666666666
federated | INFO flwr 2024-11-03 00:51:21,954 | server.py:500 | 		round 8: 0.8790333333333333
federated | INFO flwr 2024-11-03 00:51:21,954 | server.py:500 | 		round 9: 0.8792666666666666
federated | INFO flwr 2024-11-03 00:51:21,954 | server.py:500 | 		round 10: 0.8793333333333333
federated | INFO flwr 2024-11-03 00:51:21,954 | server.py:500 | 	History (loss, centralized):
federated | INFO flwr 2024-11-03 00:51:21,954 | server.py:500 | 		round 0: 4.6051896250406905
federated | INFO flwr 2024-11-03 00:51:21,954 | server.py:500 | 		round 1: 4.420942883046468
federated | INFO flwr 2024-11-03 00:51:21,954 | server.py:500 | 		round 2: 4.0357920331319175
federated | INFO flwr 2024-11-03 00:51:21,954 | server.py:500 | 		round 3: 4.022123151397705
federated | INFO flwr 2024-11-03 00:51:21,954 | server.py:500 | 		round 4: 4.022829320526123
federated | INFO flwr 2024-11-03 00:51:21,954 | server.py:500 | 		round 5: 4.021168907419841
federated | INFO flwr 2024-11-03 00:51:21,954 | server.py:500 | 		round 6: 4.023768186442057
federated | INFO flwr 2024-11-03 00:51:21,954 | server.py:500 | 		round 7: 4.023336876678467
federated | INFO flwr 2024-11-03 00:51:21,954 | server.py:500 | 		round 8: 4.024856864929199
federated | INFO flwr 2024-11-03 00:51:21,954 | server.py:500 | 		round 9: 4.026107459259033
federated | INFO flwr 2024-11-03 00:51:21,954 | server.py:500 | 		round 10: 4.027158771006266
federated | INFO flwr 2024-11-03 00:51:21,954 | server.py:500 | 	History (metrics, centralized):
federated | INFO flwr 2024-11-03 00:51:21,955 | server.py:500 | 	{'accuracy': [(0, 0.010133333333333333),
federated | INFO flwr 2024-11-03 00:51:21,955 | server.py:500 | 	              (1, 0.2823333333333333),
federated | INFO flwr 2024-11-03 00:51:21,955 | server.py:500 | 	              (2, 0.5866),
federated | INFO flwr 2024-11-03 00:51:21,955 | server.py:500 | 	              (3, 0.6002),
federated | INFO flwr 2024-11-03 00:51:21,955 | server.py:500 | 	              (4, 0.5992666666666666),
federated | INFO flwr 2024-11-03 00:51:21,955 | server.py:500 | 	              (5, 0.6009666666666666),
federated | INFO flwr 2024-11-03 00:51:21,955 | server.py:500 | 	              (6, 0.5983333333333334),
federated | INFO flwr 2024-11-03 00:51:21,955 | server.py:500 | 	              (7, 0.5988333333333333),
federated | INFO flwr 2024-11-03 00:51:21,955 | server.py:500 | 	              (8, 0.5973333333333334),
federated | INFO flwr 2024-11-03 00:51:21,955 | server.py:500 | 	              (9, 0.5961333333333333),
federated | INFO flwr 2024-11-03 00:51:21,955 | server.py:500 | 	              (10, 0.5950666666666666)]}
federated | INFO flwr 2024-11-03 00:51:21,955 | server.py:501 | 
federated | INFO flwr 2024-11-03 13:03:28,132 | app.py:219 | Starting Flower simulation, config: num_rounds=10, no round_timeout
federated | INFO flwr 2024-11-03 13:03:30,463 | app.py:242 | Flower VCE: Ray initialized with resources: {'node:127.0.0.1': 1.0, 'GPU': 1.0, 'memory': 6369973044.0, 'CPU': 8.0, 'node:__internal_head__': 1.0, 'object_store_memory': 2147483648.0}
federated | INFO flwr 2024-11-03 13:03:30,463 | app.py:248 | Optimize your simulation with Flower VCE: https://flower.ai/docs/framework/how-to-run-simulations.html
federated | INFO flwr 2024-11-03 13:03:30,463 | app.py:271 | Flower VCE: Resources for each Virtual Client: {'num_cpus': 1, 'num_gpus': 0.2}
federated | INFO flwr 2024-11-03 13:03:30,474 | app.py:317 | Flower VCE: Creating VirtualClientEngineActorPool with 5 actors
federated | INFO flwr 2024-11-03 13:03:30,474 | server.py:92 | [INIT]
federated | INFO flwr 2024-11-03 13:03:30,474 | server.py:281 | Requesting initial parameters from one random client
federated | ERROR flwr 2024-11-03 13:03:39,456 | ray_client_proxy.py:106 | Traceback (most recent call last):
  File "/Users/kmcnulty/Documents/SeniorProject/MembershipInference/.venv/lib/python3.11/site-packages/flwr/simulation/ray_transport/ray_client_proxy.py", line 94, in _submit_job
    out_mssg, updated_context = self.actor_pool.get_client_result(
                                ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/kmcnulty/Documents/SeniorProject/MembershipInference/.venv/lib/python3.11/site-packages/flwr/simulation/ray_transport/ray_actor.py", line 398, in get_client_result
    return self._fetch_future_result(cid)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/kmcnulty/Documents/SeniorProject/MembershipInference/.venv/lib/python3.11/site-packages/flwr/simulation/ray_transport/ray_actor.py", line 279, in _fetch_future_result
    res_cid, out_mssg, updated_context = ray.get(
                                         ^^^^^^^^
  File "/Users/kmcnulty/Documents/SeniorProject/MembershipInference/.venv/lib/python3.11/site-packages/ray/_private/auto_init_hook.py", line 21, in auto_init_wrapper
    return fn(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^
  File "/Users/kmcnulty/Documents/SeniorProject/MembershipInference/.venv/lib/python3.11/site-packages/ray/_private/client_mode_hook.py", line 103, in wrapper
    return func(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^
  File "/Users/kmcnulty/Documents/SeniorProject/MembershipInference/.venv/lib/python3.11/site-packages/ray/_private/worker.py", line 2667, in get
    values, debugger_breakpoint = worker.get_objects(object_refs, timeout=timeout)
                                  ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/kmcnulty/Documents/SeniorProject/MembershipInference/.venv/lib/python3.11/site-packages/ray/_private/worker.py", line 864, in get_objects
    raise value.as_instanceof_cause()
ray.exceptions.RayTaskError(ClientAppException): [36mray::ClientAppActor.run()[39m (pid=39156, ip=127.0.0.1, actor_id=d15ba62081baec973322165301000000, repr=<flwr.simulation.ray_transport.ray_actor.ClientAppActor object at 0x165f0a3d0>)
                  ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/kmcnulty/Documents/SeniorProject/MembershipInference/.venv/lib/python3.11/site-packages/flwr/client/client_app.py", line 143, in __call__
    return self._call(message, context)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/kmcnulty/Documents/SeniorProject/MembershipInference/.venv/lib/python3.11/site-packages/flwr/client/client_app.py", line 126, in ffn
    out_message = handle_legacy_message_from_msgtype(
                  ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/kmcnulty/Documents/SeniorProject/MembershipInference/.venv/lib/python3.11/site-packages/flwr/client/message_handler/message_handler.py", line 95, in handle_legacy_message_from_msgtype
    client = client_fn(context)
             ^^^^^^^^^^^^^^^^^^
  File "/Users/kmcnulty/Documents/SeniorProject/MembershipInference/.venv/lib/python3.11/site-packages/flwr/client/client_app.py", line 67, in adaptor_fn
    return client_fn(str(cid))  # type: ignore
           ^^^^^^^^^^^^^^^^^^^
  File "/Users/kmcnulty/Documents/SeniorProject/MembershipInference/texas100/target_train.py", line 215, in client_fn
    return MaliciousFlowerClient(model, int(cid)).to_client()
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
TypeError: MaliciousFlowerClient.__init__() missing 5 required positional arguments: 'dataloader', 'optimizer', 'criterion', 'device', and 'non_member_data'

The above exception was the direct cause of the following exception:

[36mray::ClientAppActor.run()[39m (pid=39156, ip=127.0.0.1, actor_id=d15ba62081baec973322165301000000, repr=<flwr.simulation.ray_transport.ray_actor.ClientAppActor object at 0x165f0a3d0>)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/kmcnulty/Documents/SeniorProject/MembershipInference/.venv/lib/python3.11/site-packages/flwr/simulation/ray_transport/ray_actor.py", line 63, in run
    raise ClientAppException(str(ex)) from ex
flwr.client.client_app.ClientAppException: 
Exception ClientAppException occurred. Message: MaliciousFlowerClient.__init__() missing 5 required positional arguments: 'dataloader', 'optimizer', 'criterion', 'device', and 'non_member_data'

federated | ERROR flwr 2024-11-03 13:03:39,456 | ray_client_proxy.py:107 | [36mray::ClientAppActor.run()[39m (pid=39156, ip=127.0.0.1, actor_id=d15ba62081baec973322165301000000, repr=<flwr.simulation.ray_transport.ray_actor.ClientAppActor object at 0x165f0a3d0>)
                  ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/kmcnulty/Documents/SeniorProject/MembershipInference/.venv/lib/python3.11/site-packages/flwr/client/client_app.py", line 143, in __call__
    return self._call(message, context)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/kmcnulty/Documents/SeniorProject/MembershipInference/.venv/lib/python3.11/site-packages/flwr/client/client_app.py", line 126, in ffn
    out_message = handle_legacy_message_from_msgtype(
                  ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/kmcnulty/Documents/SeniorProject/MembershipInference/.venv/lib/python3.11/site-packages/flwr/client/message_handler/message_handler.py", line 95, in handle_legacy_message_from_msgtype
    client = client_fn(context)
             ^^^^^^^^^^^^^^^^^^
  File "/Users/kmcnulty/Documents/SeniorProject/MembershipInference/.venv/lib/python3.11/site-packages/flwr/client/client_app.py", line 67, in adaptor_fn
    return client_fn(str(cid))  # type: ignore
           ^^^^^^^^^^^^^^^^^^^
  File "/Users/kmcnulty/Documents/SeniorProject/MembershipInference/texas100/target_train.py", line 215, in client_fn
    return MaliciousFlowerClient(model, int(cid)).to_client()
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
TypeError: MaliciousFlowerClient.__init__() missing 5 required positional arguments: 'dataloader', 'optimizer', 'criterion', 'device', and 'non_member_data'

The above exception was the direct cause of the following exception:

[36mray::ClientAppActor.run()[39m (pid=39156, ip=127.0.0.1, actor_id=d15ba62081baec973322165301000000, repr=<flwr.simulation.ray_transport.ray_actor.ClientAppActor object at 0x165f0a3d0>)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/kmcnulty/Documents/SeniorProject/MembershipInference/.venv/lib/python3.11/site-packages/flwr/simulation/ray_transport/ray_actor.py", line 63, in run
    raise ClientAppException(str(ex)) from ex
flwr.client.client_app.ClientAppException: 
Exception ClientAppException occurred. Message: MaliciousFlowerClient.__init__() missing 5 required positional arguments: 'dataloader', 'optimizer', 'criterion', 'device', and 'non_member_data'
federated | ERROR flwr 2024-11-03 13:03:39,456 | app.py:344 | [36mray::ClientAppActor.run()[39m (pid=39156, ip=127.0.0.1, actor_id=d15ba62081baec973322165301000000, repr=<flwr.simulation.ray_transport.ray_actor.ClientAppActor object at 0x165f0a3d0>)
                  ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/kmcnulty/Documents/SeniorProject/MembershipInference/.venv/lib/python3.11/site-packages/flwr/client/client_app.py", line 143, in __call__
    return self._call(message, context)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/kmcnulty/Documents/SeniorProject/MembershipInference/.venv/lib/python3.11/site-packages/flwr/client/client_app.py", line 126, in ffn
    out_message = handle_legacy_message_from_msgtype(
                  ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/kmcnulty/Documents/SeniorProject/MembershipInference/.venv/lib/python3.11/site-packages/flwr/client/message_handler/message_handler.py", line 95, in handle_legacy_message_from_msgtype
    client = client_fn(context)
             ^^^^^^^^^^^^^^^^^^
  File "/Users/kmcnulty/Documents/SeniorProject/MembershipInference/.venv/lib/python3.11/site-packages/flwr/client/client_app.py", line 67, in adaptor_fn
    return client_fn(str(cid))  # type: ignore
           ^^^^^^^^^^^^^^^^^^^
  File "/Users/kmcnulty/Documents/SeniorProject/MembershipInference/texas100/target_train.py", line 215, in client_fn
    return MaliciousFlowerClient(model, int(cid)).to_client()
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
TypeError: MaliciousFlowerClient.__init__() missing 5 required positional arguments: 'dataloader', 'optimizer', 'criterion', 'device', and 'non_member_data'

The above exception was the direct cause of the following exception:

[36mray::ClientAppActor.run()[39m (pid=39156, ip=127.0.0.1, actor_id=d15ba62081baec973322165301000000, repr=<flwr.simulation.ray_transport.ray_actor.ClientAppActor object at 0x165f0a3d0>)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/kmcnulty/Documents/SeniorProject/MembershipInference/.venv/lib/python3.11/site-packages/flwr/simulation/ray_transport/ray_actor.py", line 63, in run
    raise ClientAppException(str(ex)) from ex
flwr.client.client_app.ClientAppException: 
Exception ClientAppException occurred. Message: MaliciousFlowerClient.__init__() missing 5 required positional arguments: 'dataloader', 'optimizer', 'criterion', 'device', and 'non_member_data'
federated | ERROR flwr 2024-11-03 13:03:39,458 | app.py:345 | Traceback (most recent call last):
  File "/Users/kmcnulty/Documents/SeniorProject/MembershipInference/.venv/lib/python3.11/site-packages/flwr/simulation/app.py", line 339, in start_simulation
    hist = run_fl(
           ^^^^^^^
  File "/Users/kmcnulty/Documents/SeniorProject/MembershipInference/.venv/lib/python3.11/site-packages/flwr/server/server.py", line 492, in run_fl
    hist, elapsed_time = server.fit(
                         ^^^^^^^^^^^
  File "/Users/kmcnulty/Documents/SeniorProject/MembershipInference/.venv/lib/python3.11/site-packages/flwr/server/server.py", line 93, in fit
    self.parameters = self._get_initial_parameters(server_round=0, timeout=timeout)
                      ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/kmcnulty/Documents/SeniorProject/MembershipInference/.venv/lib/python3.11/site-packages/flwr/server/server.py", line 284, in _get_initial_parameters
    get_parameters_res = random_client.get_parameters(
                         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/kmcnulty/Documents/SeniorProject/MembershipInference/.venv/lib/python3.11/site-packages/flwr/simulation/ray_transport/ray_client_proxy.py", line 168, in get_parameters
    message_out = self._submit_job(message, timeout)
                  ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/kmcnulty/Documents/SeniorProject/MembershipInference/.venv/lib/python3.11/site-packages/flwr/simulation/ray_transport/ray_client_proxy.py", line 108, in _submit_job
    raise ex
  File "/Users/kmcnulty/Documents/SeniorProject/MembershipInference/.venv/lib/python3.11/site-packages/flwr/simulation/ray_transport/ray_client_proxy.py", line 94, in _submit_job
    out_mssg, updated_context = self.actor_pool.get_client_result(
                                ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/kmcnulty/Documents/SeniorProject/MembershipInference/.venv/lib/python3.11/site-packages/flwr/simulation/ray_transport/ray_actor.py", line 398, in get_client_result
    return self._fetch_future_result(cid)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/kmcnulty/Documents/SeniorProject/MembershipInference/.venv/lib/python3.11/site-packages/flwr/simulation/ray_transport/ray_actor.py", line 279, in _fetch_future_result
    res_cid, out_mssg, updated_context = ray.get(
                                         ^^^^^^^^
  File "/Users/kmcnulty/Documents/SeniorProject/MembershipInference/.venv/lib/python3.11/site-packages/ray/_private/auto_init_hook.py", line 21, in auto_init_wrapper
    return fn(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^
  File "/Users/kmcnulty/Documents/SeniorProject/MembershipInference/.venv/lib/python3.11/site-packages/ray/_private/client_mode_hook.py", line 103, in wrapper
    return func(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^
  File "/Users/kmcnulty/Documents/SeniorProject/MembershipInference/.venv/lib/python3.11/site-packages/ray/_private/worker.py", line 2667, in get
    values, debugger_breakpoint = worker.get_objects(object_refs, timeout=timeout)
                                  ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
